"","GO.Slim.Term","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","GO.Term"
"416","kynureninase activity",0.331542142705241,1,1,1,NA
"417","NAD biosynthetic process",0.331542142705241,1,1,1,NA
"418","tryptophan catabolic process to kynurenine",0.331542142705241,1,1,1,NA
"419","Golgi cisterna membrane",0.333059676758641,1,1,1,NA
"420","ATPase activity",0.333663854898009,0.847388476653699,5,12,NA
"421","centromeric heterochromatin",0.334891744169798,1,1,1,NA
"422","centromeric heterochromatin formation",0.334891744169798,1,1,1,NA
"423","DNA methylation",0.334891744169798,1,1,1,NA
"424","lymphocyte differentiation",0.334891744169798,1,1,1,NA
"425","lymphocyte proliferation",0.334891744169798,1,1,1,NA
"426","maintenance of DNA methylation",0.334891744169798,1,1,1,NA
"427","methylation-dependent chromatin silencing",0.334891744169798,1,1,1,NA
"428","urogenital system development",0.334891744169798,1,1,1,NA
"429","regulation of phosphoinositide 3-kinase cascade",0.334950825219152,1,1,1,NA
"430","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process",0.334950825219152,1,1,1,NA
"431","phosphopantothenate--cysteine ligase activity",0.338025672272963,1,1,1,NA
"432","nicotinamide N-methyltransferase activity",0.338470524817211,1,1,1,NA
"433","cellular response to oxidative stress",0.340133947740078,0.920290106680689,2,4,NA
"434","magnesium ion binding",0.340317381814087,0.92021360124598,2,4,NA
"435","gamma-aminobutyric acid import",0.341143661064975,1,1,1,NA
"436","gamma-aminobutyric acid:sodium symporter activity",0.341143661064975,1,1,1,NA
"437","negative regulation of synaptic transmission, GABAergic",0.341143661064975,1,1,1,NA
"438","neurotransmitter:sodium symporter activity",0.341143661064975,1,1,1,NA
"439","positive regulation of gamma-aminobutyric acid secretion",0.341143661064975,1,1,1,NA
"440","response to purine",0.341143661064975,1,1,1,NA
"441","response to toxin",0.341143661064975,1,1,1,NA
"442","blood vessel maturation",0.341260101143678,1,1,1,NA
"443","negative regulation of smooth muscle cell differentiation",0.341260101143678,1,1,1,NA
"444","regulation of DNA replication",0.341260101143678,1,1,1,NA
"445","autophagic vacuole membrane",0.341643443837251,1,1,1,NA
"446","small conjugating protein ligase activity",0.341643443837251,1,1,1,NA
"447","Cul3-RING ubiquitin ligase complex",0.342265893856049,0.880897201246409,3,7,NA
"448","dendritic spine",0.342576571146588,0.919268197537726,2,4,NA
"449","B cell differentiation",0.342586641428001,1,1,1,NA
"450","condensed chromosome kinetochore",0.346997681772307,0.917401149204158,2,4,NA
"451","endocytic vesicle",0.348340553552899,0.937602733063286,2,3,NA
"452","phosphoinositide 3-kinase regulator activity",0.349977361431721,1,1,1,NA
"453","regulation of phosphoinositide 3-kinase activity",0.349977361431721,1,1,1,NA
"454","positive regulation of synaptic transmission",0.350249007865739,1,1,1,NA
"455","positive regulation of synaptogenesis",0.350249007865739,1,1,1,NA
"456","X11-like protein binding",0.350249007865739,1,1,1,NA
"457","circadian regulation of gene expression",0.351073477913708,0.915659962804565,2,4,NA
"458","phagocytosis",0.351668122252984,1,1,1,NA
"459","satellite cell activation",0.351668122252984,1,1,1,NA
"460","satellite cell differentiation",0.351668122252984,1,1,1,NA
"461","satellite cell proliferation",0.351668122252984,1,1,1,NA
"462","protein oligomerization",0.354163401960841,0.914327110138896,2,4,NA
"463","centrosome duplication",0.357465509150684,1,1,1,NA
"464","cortical actin cytoskeleton organization",0.357465509150684,1,1,1,NA
"465","induction of apoptosis via death domain receptors",0.357465509150684,1,1,1,NA
"466","positive regulation of centrosome duplication",0.357465509150684,1,1,1,NA
"467","regulation of protein metabolic process",0.357465509150684,1,1,1,NA
"468","beta-alanine biosynthetic process",0.360584902885156,1,1,1,NA
"469","dihydropyrimidine dehydrogenase (NADP+) activity",0.360584902885156,1,1,1,NA
"470","dihydrouracil dehydrogenase (NAD+) activity",0.360584902885156,1,1,1,NA
"471","purine base catabolic process",0.360584902885156,1,1,1,NA
"472","pyrimidine base catabolic process",0.360584902885156,1,1,1,NA
"473","thymidine catabolic process",0.360584902885156,1,1,1,NA
"474","thymine catabolic process",0.360584902885156,1,1,1,NA
"475","uracil binding",0.360584902885156,1,1,1,NA
"476","uracil catabolic process",0.360584902885156,1,1,1,NA
"477","uracil metabolic process",0.360584902885156,1,1,1,NA
"478","'de novo' IMP biosynthetic process",0.362588765416199,1,1,1,NA
"479","IMP cyclohydrolase activity",0.362588765416199,1,1,1,NA
"480","phosphoribosylaminoimidazolecarboxamide formyltransferase activity",0.362588765416199,1,1,1,NA
"481","purine nucleotide biosynthetic process",0.362588765416199,1,1,1,NA
"482","axon",0.362990309853196,0.815623477154697,6,14,NA
"483","autophagic vacuole formation",0.364947043439532,0.909588101355703,2,4,NA
"484","transferase activity",0.365051130815821,0.90954169208752,2,4,NA
"485","cellular calcium ion homeostasis",0.369263564075317,0.907652725259693,2,4,NA
"486","response to organic substance",0.37076945361835,0.906972326432379,2,4,NA
"487","cellularization",0.372924316933573,1,1,1,NA
"488","courtship behavior",0.372924316933573,1,1,1,NA
"489","DNA endoreduplication",0.372924316933573,1,1,1,NA
"490","germline ring canal",0.372924316933573,1,1,1,NA
"491","head involution",0.372924316933573,1,1,1,NA
"492","imaginal disc-derived male genitalia development",0.372924316933573,1,1,1,NA
"493","karyosome formation",0.372924316933573,1,1,1,NA
"494","open tracheal system development",0.372924316933573,1,1,1,NA
"495","ovarian fusome organization",0.372924316933573,1,1,1,NA
"496","ovarian nurse cell to oocyte transport",0.372924316933573,1,1,1,NA
"497","ovarian ring canal formation",0.372924316933573,1,1,1,NA
"498","salivary gland morphogenesis",0.372924316933573,1,1,1,NA
"499","sensitization",0.372924316933573,1,1,1,NA
"500","spiracle morphogenesis, open tracheal system",0.372924316933573,1,1,1,NA
"501","D-glucose transmembrane transporter activity",0.374721393442403,1,1,1,NA
"502","dehydroascorbic acid transporter activity",0.374721393442403,1,1,1,NA
"503","glucose binding",0.374721393442403,1,1,1,NA
"504","glucose transmembrane transporter activity",0.374721393442403,1,1,1,NA
"505","L-ascorbic acid metabolic process",0.374721393442403,1,1,1,NA
"506","neutrophil degranulation",0.374721393442403,1,1,1,NA
"507","secretory granule membrane",0.374721393442403,1,1,1,NA
"508","response to hypoxia",0.376463678314362,0.904375025924092,2,4,NA
"509","autophagy",0.378719110561206,0.859848381200896,3,7,NA
"510","cell cortex",0.379127124794932,0.903146779061945,2,4,NA
"511","lipoprotein particle clearance",0.38257219451218,1,1,1,NA
"512","lipoprotein transport",0.38257219451218,1,1,1,NA
"513","low-density lipoprotein binding",0.38257219451218,1,1,1,NA
"514","low-density lipoprotein particle",0.38257219451218,1,1,1,NA
"515","phagocytosis, engulfment",0.38257219451218,1,1,1,NA
"516","positive regulation of cholesterol storage",0.38257219451218,1,1,1,NA
"517","positive regulation of foam cell differentiation",0.38257219451218,1,1,1,NA
"518","catalytic activity",0.385605464609514,0.827757571043207,4,10,NA
"519","carbohydrate metabolic process",0.386145488945656,0.899869123110406,2,4,NA
"520","nervous system development",0.386720646236685,0.85501150810186,3,7,NA
"521","pyridoxal phosphate binding",0.387072054078326,0.899431924921975,2,4,NA
"522","apoptosis",0.387842976877667,0.826233120326599,4,10,NA
"523","neuromuscular process controlling balance",0.391051688524505,0.897542179415285,2,4,NA
"524","protein dimerization activity",0.391163810016094,0.852291424196466,3,7,NA
"525","activation of protein kinase A activity",0.394253798736178,1,1,1,NA
"526","cell adhesion mediated by integrin",0.394253798736178,1,1,1,NA
"527","embryonic eye morphogenesis",0.394253798736178,1,1,1,NA
"528","hormone activity",0.394253798736178,1,1,1,NA
"529","microfibril",0.394253798736178,1,1,1,NA
"530","negative regulation of osteoclast differentiation",0.394253798736178,1,1,1,NA
"531","post-embryonic eye morphogenesis",0.394253798736178,1,1,1,NA
"532","protein kinase A signaling cascade",0.394253798736178,1,1,1,NA
"533","anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process",0.396672039720497,1,1,1,NA
"534","mitochondrial transport",0.403364969456483,0.891571114638033,2,4,NA
"535","induction of bacterial agglutination",0.403403049410814,1,1,1,NA
"536","lipopolysaccharide binding",0.403403049410814,1,1,1,NA
"537","monosaccharide binding",0.403403049410814,1,1,1,NA
"538","multivesicular body",0.403403049410814,1,1,1,NA
"539","negative regulation by host of symbiont molecular function",0.403403049410814,1,1,1,NA
"540","negative regulation of interleukin-2 production",0.403403049410814,1,1,1,NA
"541","negative regulation of phagocytosis",0.403403049410814,1,1,1,NA
"542","negative regulation of T cell proliferation",0.403403049410814,1,1,1,NA
"543","opsonization",0.403403049410814,1,1,1,NA
"544","regulation of liquid surface tension",0.403403049410814,1,1,1,NA
"545","respiratory gaseous exchange",0.403403049410814,1,1,1,NA
"546","surfactant homeostasis",0.403403049410814,1,1,1,NA
"547","actin binding",0.405551441097168,0.793343307592206,5,13,NA
"548","nuclear pore",0.40574988265173,0.843188417711259,3,7,NA
"549","positive regulation of protein amino acid phosphorylation",0.406113972713408,0.890212171698819,2,4,NA
"550","oogenesis",0.406747099489012,0.889897841959779,2,4,NA
"551","metal ion binding",0.407251088047452,0.679272466837717,33,101,NA
"552","negative regulation of gene expression",0.407445617903925,0.889550459446945,2,4,NA
"553","regulation of calcium ion-dependent exocytosis",0.4124791495046,1,1,1,NA
"554","mitochondrion organization",0.412841904475364,0.838665315006519,3,7,NA
"555","kidney development",0.420797285798214,0.882790979272395,2,4,NA
"556","associative learning",0.429208014101991,1,1,1,NA
"557","citrulline metabolic process",0.429208014101991,1,1,1,NA
"558","diazepam binding",0.429208014101991,1,1,1,NA
"559","dynactin binding",0.429208014101991,1,1,1,NA
"560","gastrulation",0.429208014101991,1,1,1,NA
"561","grooming behavior",0.429208014101991,1,1,1,NA
"562","heat shock protein binding",0.429208014101991,1,1,1,NA
"563","hormone metabolic process",0.429208014101991,1,1,1,NA
"564","inclusion body",0.429208014101991,1,1,1,NA
"565","insulin secretion",0.429208014101991,1,1,1,NA
"566","iron ion homeostasis",0.429208014101991,1,1,1,NA
"567","kinase binding",0.429208014101991,1,1,1,NA
"568","L-glutamate import",0.429208014101991,1,1,1,NA
"569","lactate biosynthetic process from pyruvate",0.429208014101991,1,1,1,NA
"570","learning or memory",0.429208014101991,1,1,1,NA
"571","neural plate formation",0.429208014101991,1,1,1,NA
"572","olfactory lobe development",0.429208014101991,1,1,1,NA
"573","paraxial mesoderm formation",0.429208014101991,1,1,1,NA
"574","peptide hormone secretion",0.429208014101991,1,1,1,NA
"575","positive regulation of flagellum assembly",0.429208014101991,1,1,1,NA
"576","positive regulation of inositol-1,4,5-trisphosphate receptor activity",0.429208014101991,1,1,1,NA
"577","profilin binding",0.429208014101991,1,1,1,NA
"578","quinolinate biosynthetic process",0.429208014101991,1,1,1,NA
"579","regulation of mitochondrial membrane permeability",0.429208014101991,1,1,1,NA
"580","regulation of phosphoprotein phosphatase activity",0.429208014101991,1,1,1,NA
"581","striatum development",0.429208014101991,1,1,1,NA
"582","urea cycle",0.429208014101991,1,1,1,NA
"583","vesicle transport along microtubule",0.429208014101991,1,1,1,NA
"584","vocal learning",0.429208014101991,1,1,1,NA
"585","cytoplasmic dynein complex",0.435093259466363,1,1,1,NA
"586","cytoplasmic microtubule organization",0.435093259466363,1,1,1,NA
"587","cytoplasmic mRNA processing body assembly",0.435093259466363,1,1,1,NA
"588","establishment of spindle localization",0.435093259466363,1,1,1,NA
"589","positive regulation of intracellular transport",0.435093259466363,1,1,1,NA
"590","regulation of mitotic spindle organization",0.435093259466363,1,1,1,NA
"591","stress granule assembly",0.435093259466363,1,1,1,NA
"592","cell aging",0.438416566144075,0.873516738758122,2,4,NA
"593","nuclear matrix",0.438890920552171,0.821496314213763,3,7,NA
"594","cell adhesion",0.453497205478091,0.778822908301022,4,10,"agglutination involved in conjugation with cellular fusion"
"595","social behavior",0.453731387545797,0.865118693603394,2,4,NA
"596","endosome membrane",0.453801759426711,0.773526450233801,4,11,NA
"597","microtubule",0.454437843524992,0.738509172874031,6,16,NA
"598","protein deneddylation",0.455825532285905,1,1,1,NA
"599","metabolic process",0.459028740766155,0.769457208964816,4,11,NA
"600","response to stimulus",0.459850738878216,0.861673297822389,2,4,NA
"601","visual perception",0.459850738878216,0.861673297822389,2,4,NA
"602","protein transport",0.460183860296039,0.718218477195147,7,20,NA
"603","cell proliferation",0.4613787771897,0.767616484623782,4,11,NA
"604","",0.465332789839403,0.7429461913711,5,14,NA
"605","GTPase activator activity",0.46919406468325,0.761444672901311,4,11,NA
"606","polysome",0.472238442210935,0.837584443867587,2,5,NA
"607","nonhomologous end joining complex",0.476790926270209,1,1,1,NA
"608","ubiquitin ligase complex",0.477869266865174,0.833952135506278,2,5,NA
"609","establishment of neuroblast polarity",0.479737281109062,1,1,1,NA
"610","interkinetic nuclear migration",0.479737281109062,1,1,1,NA
"611","regulation of neurogenesis",0.479737281109062,1,1,1,NA
"612","regulation of mRNA stability",0.485621747918158,0.82887301111092,2,5,NA
"613","establishment or maintenance of chromatin architecture",0.487716926262737,0.827484628560723,2,5,NA
"614","meiotic cell cycle",0.495162394601061,0.822496168290451,2,5,NA
"615","transmembrane receptor protein tyrosine kinase signaling pathway",0.497204861120076,0.821112685967636,2,5,NA
"616","protein deubiquitination",0.502505693793932,0.734254920792601,4,11,NA
"617","positive regulation of nuclear mRNA splicing, via spliceosome",0.502912727364973,0.913422680074882,1,2,NA
"618","negative regulation of nuclear mRNA splicing, via spliceosome",0.502912727365014,0.913422680074858,1,2,NA
"619","histone acetyl-lysine binding",0.502912727365037,0.91342268007486,1,2,NA
"620","peptidase activator activity",0.502912727365037,0.91342268007486,1,2,NA
"621","proteasomal ubiquitin-independent protein catabolic process",0.502912727365037,0.91342268007486,1,2,NA
"622","proteasome binding",0.502912727365037,0.91342268007486,1,2,NA
"623","sarcomere",0.502912727365058,0.91342268007485,1,2,NA
"624","sporulation resulting in formation of a cellular spore",0.502912727365083,0.913422680074847,1,2,NA
"625","cGMP biosynthetic process",0.502912727365141,0.913422680074811,1,2,NA
"626","cyclic nucleotide biosynthetic process",0.502912727365141,0.913422680074811,1,2,NA
"627","guanylate cyclase activity",0.502912727365141,0.913422680074811,1,2,NA
"628","guanylate cyclase complex, soluble",0.502912727365141,0.913422680074811,1,2,NA
"629","phosphorus-oxygen lyase activity",0.502912727365141,0.913422680074811,1,2,NA
"630","manganese ion binding",0.502912727365144,0.913422680074818,1,2,NA
"631","regulation of histone acetylation",0.502912872185326,0.913422619722317,1,2,NA
"632","misfolded or incompletely synthesized protein catabolic process",0.502912901994227,0.913422607299719,1,2,NA
"633","protein kinase regulator activity",0.502923869738271,0.913418036504642,1,2,NA
"634","monocarboxylic acid transmembrane transporter activity",0.502930969773496,0.913415077481513,1,2,NA
"635","symporter activity",0.502930983408752,0.913415071798791,1,2,NA
"636","cytokine-mediated signaling pathway",0.502932117548171,0.913414599126192,1,2,NA
"637","G2/M transition of mitotic cell cycle",0.503092012968265,0.913347941548626,1,2,NA
"638","histone demethylase activity (H3-K36 specific)",0.503092012968265,0.913347941548626,1,2,NA
"639","histone H3-K36 demethylation",0.503092012968265,0.913347941548626,1,2,NA
"640","negative regulation of Ras protein signal transduction",0.503172975696179,0.913314175722387,1,2,NA
"641","RNA methyltransferase activity",0.503340274953262,0.913244373298951,1,2,NA
"642","rRNA base methylation",0.503340274953262,0.913244373298951,1,2,NA
"643","S-adenosylmethionine-dependent methyltransferase activity",0.503340274953262,0.913244373298951,1,2,NA
"644","midbody",0.503342195397076,0.913243571798688,1,2,NA
"645","kinetochore",0.503482501466604,0.913185000607265,1,2,NA
"646","SMN-Sm protein complex",0.503573667306536,0.913146928098714,1,2,NA
"647","spliceosomal snRNP biogenesis",0.503573667306536,0.913146928098714,1,2,NA
"648","oxygen binding",0.503577410191911,0.9131453647484,1,2,NA
"649","2-oxoglutarate metabolic process",0.50359534505952,0.913137873330292,1,2,NA
"650","cellular protein localization",0.503665406450809,0.913108604193735,1,2,NA
"651","positive regulation of B cell differentiation",0.50367551170735,0.913104382001751,1,2,NA
"652","mitotic cell cycle",0.503908423610775,0.913007026021142,1,2,NA
"653","ATP-dependent 3'-5' DNA helicase activity",0.503908423613253,0.913007026020093,1,2,NA
"654","protein targeting to mitochondrion",0.503913743836781,0.913004801288776,1,2,NA
"655","heparan sulfate proteoglycan binding",0.504034592026401,0.912954255911378,1,2,NA
"656","photoreceptor outer segment",0.504182643251002,0.912892304274404,1,2,NA
"657","nuclear chromatin",0.504462641889336,0.8161436196222,2,5,NA
"658","positive regulation of transcription factor activity",0.504597993414561,0.912718334768563,1,2,NA
"659","Golgi to endosome transport",0.504674596358006,0.912686222641995,1,2,NA
"660","interferon-gamma binding",0.504674596358006,0.912686222641995,1,2,NA
"661","positive regulation of transcription, DNA-dependent",0.504719047801633,0.727939102761346,4,12,NA
"662","vacuolar transport",0.504836057048214,0.912618510432663,1,2,NA
"663","maintenance of organ identity",0.504962754724095,0.912565350730789,1,2,NA
"664","immune system process",0.505421252520795,0.912372782274713,1,2,NA
"665","snRNA transcription from RNA polymerase II promoter",0.505472226964142,0.912351354448011,1,2,NA
"666","chromatin",0.505667525977692,0.815310635830405,2,5,NA
"667","GTPase binding",0.505669299214265,0.815309408221939,2,5,NA
"668","regulation of circadian rhythm",0.50713402535423,0.814293670972431,2,5,NA
"669","double-stranded DNA binding",0.507474696887707,0.911506630755613,1,2,NA
"670","protein homodimerization activity",0.507524691238903,0.687322536425715,6,18,NA
"671","fatty acid metabolic process",0.508398872281502,0.911114824719107,1,2,NA
"672","microtubule-severing ATPase activity",0.508411494112703,0.911109465113187,1,2,NA
"673","integral to synaptic vesicle membrane",0.508544586689468,0.911052935989431,1,2,NA
"674","ATPase binding",0.508544759346129,0.911052862639385,1,2,NA
"675","phosphoinositide binding",0.50879046151259,0.910948436740643,1,2,NA
"676","ribosome biogenesis",0.508798703888697,0.910944932130432,1,2,NA
"677","heart looping",0.509163405758369,0.910789764367166,1,2,NA
"678","macromitophagy",0.509805432163311,0.910516135501448,1,2,NA
"679","G-protein-coupled receptor binding",0.509807655446785,0.91051518690659,1,2,NA
"680","protein heterotetramerization",0.510257578454047,0.910323072961001,1,2,NA
"681","imaginal disc development",0.510499364384879,0.91021971029231,1,2,NA
"682","transferase activity, transferring acyl groups",0.510555149584365,0.910195850210905,1,2,NA
"683","negative regulation of inflammatory response",0.512115366119636,0.909526683701311,1,2,NA
"684","regulation of vascular permeability",0.512115366119636,0.909526683701311,1,2,NA
"685","fusome",0.51224041406081,0.909472897328383,1,2,NA
"686","substrate adhesion-dependent cell spreading",0.512375269245315,0.909414866920703,1,2,NA
"687","translation factor activity, nucleic acid binding",0.512945638688997,0.909169132538129,1,2,NA
"688","protein amino acid O-linked mannosylation",0.512958818570155,0.909163448555985,1,2,NA
"689","gene silencing by RNA",0.514943256476379,0.808820208949427,2,5,NA
"690","DNA replication",0.515140866803245,0.756533198913047,3,8,NA
"691","ATPase activity, coupled to transmembrane movement of substances",0.515328246489463,0.908137448057554,1,2,NA
"692","growth factor binding",0.515374279397424,0.908117433000318,1,2,NA
"693","negative regulation of Wnt receptor signaling pathway",0.516417257336862,0.907663106042907,1,2,NA
"694","positive regulation of endocytosis",0.51652763728594,0.907614929511501,1,2,NA
"695","stereocilium",0.517989339775633,0.906975244692915,1,2,NA
"696","regulation of ARF protein signal transduction",0.519761640790886,0.906195355469131,1,2,NA
"697","cation transport",0.519865533787047,0.906149492083133,1,2,NA
"698","voltage-gated calcium channel activity",0.520127297627714,0.90603386504584,1,2,NA
"699","single-stranded RNA binding",0.520157771784472,0.906020397231586,1,2,NA
"700","endoribonuclease activity",0.520157771784739,0.906020397231465,1,2,NA
"701","cell surface receptor linked signal transduction",0.520229507674222,0.90598868861124,1,2,NA
"702","positive regulation of MAPKKK cascade",0.520353642604712,0.905933800356424,1,2,NA
"703","platelet degranulation",0.520381243595676,0.905921592987439,1,2,NA
"704","protein homotetramerization",0.5207329687888,0.905765931622019,1,2,NA
"705","tumor necrosis factor receptor binding",0.520942234901827,0.905673229381589,1,2,NA
"706","regulation of I-kappaB kinase/NF-kappaB cascade",0.520942234901927,0.905673229381538,1,2,NA
"707","negative regulation of interferon-beta production",0.521275083529247,0.905525645772272,1,2,NA
"708","lipid metabolic process",0.52180878497801,0.905288656256066,1,2,NA
"709","histone demethylase activity",0.522178498627722,0.905124233207172,1,2,NA
"710","lipoprotein metabolic process",0.5227889392098,0.904852299105251,1,2,NA
"711","regulation of Rho protein signal transduction",0.522885822341993,0.803151821741902,2,5,NA
"712","ruffle membrane",0.525039549694386,0.903844830519212,1,2,NA
"713","perikaryon",0.525072993768806,0.903829801407008,1,2,NA
"714","steroid biosynthetic process",0.525200636970817,0.903772425364871,1,2,NA
"715","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",0.525829239195827,0.903489503617095,1,2,NA
"716","nuclear envelope",0.526886133909081,0.746970867866659,3,8,NA
"717","isoleucine biosynthetic process",0.52782270711961,0.902588279491988,1,2,NA
"718","amino acid binding",0.529556939059698,0.901799279654317,1,2,NA
"719","cellular amino acid metabolic process",0.529556939059698,0.901799279654317,1,2,NA
"720","GTPase activity",0.530614593269792,0.743891803975983,3,8,NA
"721","negative regulation of cell proliferation",0.532630787302239,0.735183034475539,3,9,NA
"722","coenzyme A biosynthetic process",0.533459966452107,0.900006507595337,1,2,NA
"723","coenzyme biosynthetic process",0.533459966452107,0.900006507595337,1,2,NA
"724","GDP binding",0.534851327160267,0.999999999999988,1,1,NA
"725","neurotransmitter transport",0.535660674868078,0.898985153188675,1,2,NA
"726","spectrin binding",0.536244926337136,0.898712718767383,1,2,NA
"727","perinuclear region of cytoplasm",0.536409423645837,0.636499526719679,8,24,NA
"728","growth cone",0.536437848559132,0.793238800220974,2,5,NA
"729","defense response to bacterium",0.53719783540262,0.898267221996702,1,2,NA
"730","positive regulation of cell cycle",0.538454218388762,0.897677645236299,1,2,NA
"731","neural tube development",0.538604249282274,0.897607073130005,1,2,NA
"732","homophilic cell adhesion",0.538766063902542,0.791504586100119,2,5,NA
"733","hydrolase activity",0.541632426323418,0.653640582928455,6,19,NA
"734","transcription initiation from RNA polymerase II promoter",0.541875542756126,0.896059361768829,1,2,NA
"735","early endosome to late endosome transport",0.542522381021759,0.895751295042202,1,2,NA
"736","cortical endoplasmic reticulum",0.542747770147553,0.895643791400187,1,2,NA
"737","negative regulation of neuron apoptosis",0.54411900538719,0.787482120592786,2,5,NA
"738","histone deacetylase activity",0.544835035908884,0.894644323566101,1,2,NA
"739","regulation of vesicle fusion",0.545137954094148,0.894498686354137,1,2,NA
"740","hair follicle development",0.546245498695362,0.893964927505251,1,2,NA
"741","I-kappaB kinase/NF-kappaB cascade",0.547179483584006,0.893513254662188,1,2,NA
"742","smooth muscle contraction",0.547179483584252,0.893513254662054,1,2,NA
"743","basal plasma membrane",0.547860254951765,0.893183134569519,1,2,NA
"744","snRNP U1",0.548605442541463,0.892820904788459,1,2,NA
"745","negative regulation of transposition",0.553341462169213,0.890497290768108,1,2,NA
"746","transmembrane transporter activity",0.559357220031793,0.887491607908264,1,2,NA
"747","JNK cascade",0.559847845985129,0.887243765145163,1,2,NA
"748","kinesin complex",0.560113216218664,0.887109540158093,1,2,NA
"749","spindle midzone",0.561598327309328,0.886356138158049,1,2,NA
"750","pre-autophagosomal structure membrane",0.562229051939238,0.886035022135376,1,2,NA
"751","protein localization to pre-autophagosomal structure",0.562229051939238,0.886035022135376,1,2,NA
"752","positive regulation of endothelial cell proliferation",0.562539143938304,0.885876895863625,1,2,NA
"753","centriole",0.566697327727244,0.76996233291608,2,5,NA
"754","Rac GTPase binding",0.566811457438717,0.76987144940988,2,5,NA
"755","neural tube closure",0.571602827118238,0.881180928405554,1,2,NA
"756","cholesterol transport",0.571931521502551,0.881007906437681,1,2,NA
"757","RNA modification",0.572099525061624,0.880919396354566,1,2,NA
"758","glucose homeostasis",0.573140938999917,0.880369618229851,1,2,NA
"759","glucose metabolic process",0.573140938999934,0.880369618229842,1,2,NA
"760","DNA methylation during gametogenesis",0.573273122151047,0.880299697937206,1,2,NA
"761","microtubule organizing center",0.577027044290489,0.748036144522088,2,6,NA
"762","basement membrane",0.57778780703733,0.761018492894049,2,5,NA
"763","FAD binding",0.578228047989855,0.747014912035129,2,6,NA
"764","sensory perception of sound",0.578536574638668,0.746752128209341,2,6,NA
"765","cadherin binding",0.583376153841924,0.742606483982526,2,6,NA
"766","positive regulation of phagocytosis",0.583986307077522,0.874527351338091,1,2,NA
"767","camera-type eye development",0.585396325815017,0.873751880792551,1,2,NA
"768","nucleus",0.58579893821672,0.487912660254037,57,184,"repairosome"
"769","phospholipid binding",0.586643513294628,0.873062861713133,1,2,NA
"770","synaptic vesicle docking during exocytosis",0.586643513294628,0.873062861713133,1,2,NA
"771","synaptic vesicle exocytosis",0.586643513294628,0.873062861713133,1,2,NA
"772","endoplasmic reticulum lumen",0.588839460304554,0.737872782619532,2,6,NA
"773","microtubule binding",0.589298729191159,0.684638661358322,3,9,NA
"774","L-ascorbic acid binding",0.597653804472774,0.866851717949565,1,2,NA
"775","regulation of synaptic plasticity",0.597806052215923,0.866764189744453,1,2,NA
"776","dopamine receptor signaling pathway",0.597806052215927,0.866764189744459,1,2,NA
"777","response to calcium ion",0.597806052215939,0.866764189744438,1,2,NA
"778","regulation of mitochondrial membrane potential",0.597814176419714,0.866759517811245,1,2,NA
"779","establishment of mitotic spindle orientation",0.598096221720132,0.866597243635054,1,2,NA
"780","peptidyl-threonine phosphorylation",0.598228838011378,0.866520889202148,1,2,NA
"781","alveolus development",0.598348379748978,0.866452032923584,1,2,NA
"782","protein destabilization",0.598493195654665,0.866368581088479,1,2,NA
"783","retrograde vesicle-mediated transport, Golgi to ER",0.598947875113862,0.866106298957388,1,2,NA
"784","early endosome membrane",0.599949852667213,0.742446501060571,2,5,NA
"785","protein localization in nucleus",0.601074418136475,0.864874188940384,1,2,NA
"786","filopodium",0.606227541740948,0.861851140127,1,2,NA
"787","response to drug",0.607034741483418,0.72168626152895,2,6,NA
"788","spliceosome",0.607059505899935,0.721663780612247,2,6,NA
"789","guanyl-nucleotide exchange factor activity",0.610087370488107,0.733628113013815,2,5,NA
"790","cell projection",0.610790281035946,0.859129629077013,1,2,NA
"791","protein tyrosine phosphatase activity",0.610845469831286,0.718212232036793,2,6,NA
"792","ATP-dependent RNA helicase activity",0.61297430523279,0.716258553135482,2,6,NA
"793","spectrin",0.613777595592761,0.857324632267847,1,2,NA
"794","innate immune response",0.618801525294972,0.656196510623066,3,9,NA
"795","anterior/posterior pattern formation",0.619506548482663,0.853810892171895,1,2,NA
"796","signalosome",0.632072111734778,0.845856942024698,1,2,NA
"797","positive regulation of peptidyl-serine phosphorylation",0.633457788814406,0.844958479994668,1,2,NA
"798","axonogenesis",0.641228191958767,0.839839343539446,1,2,NA
"799","beta-tubulin binding",0.641880904309318,0.839403002597272,1,2,NA
"800","visual learning",0.643163630533809,0.838542595462746,1,2,NA
"801","nuclease activity",0.649846991265107,0.790954268990648,1,3,NA
"802","proteasome core complex",0.649846991265379,0.790954268990425,1,3,NA
"803","protein amino acid glycosylation",0.649854970625273,0.790947604720032,1,3,NA
"804","rRNA processing",0.649866684542017,0.790937821078723,1,3,NA
"805","endosome organization",0.650149936388857,0.790701131924702,1,3,NA
"806","acrosomal vesicle",0.650473857773342,0.790430192751437,1,3,NA
"807","cellular iron ion homeostasis",0.650477922030916,0.790426791460055,1,3,NA
"808","androgen receptor signaling pathway",0.650605895091528,0.790319670623029,1,3,NA
"809","RNA elongation from RNA polymerase II promoter",0.650982816305131,0.790003907921292,1,3,NA
"810","protein autoubiquitination",0.651336804942683,0.78970700578956,1,3,NA
"811","cytoplasmic vesicle",0.651368193829891,0.587774329503063,4,12,NA
